[2026-02-16--11-09-44 INFO actix_server::builder] starting 5 workers
[2026-02-16--11-09-44 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-02-16--11-09-44 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-02-16--11-09-44 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8 HTTP/1.1" 200 4593 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.003010
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/surfpool.svg HTTP/1.1" 200 6281 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002242
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/txtx.png HTTP/1.1" 200 4197 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000375
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/55d90b160440e92e.css HTTP/1.1" 200 29946 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.006464
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/webpack-80204062da241935.js HTTP/1.1" 200 4830 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001124
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5584-3264889a74d886e0.js HTTP/1.1" 200 44668 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.006091
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/c3a130cb-0cbedf9e5abf799a.js HTTP/1.1" 200 55444 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.007319
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/main-app-868ea075468a4ecd.js HTTP/1.1" 200 220 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000281
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/08b39ec4-b928729c1809cb2c.js HTTP/1.1" 200 2705 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000521
[2026-02-16--11-14-17 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/bd665b6f-cec0435d4c80446f.js HTTP/1.1" 200 14480 "http://localhost:18488/?t=4EqjeTp1S6mZkKCyQtgvjzFkzh3PBWPN8HrhTzxU7Auna7mj3spFD5rmiXuyyvQp8rewhSNoGZDhKZiDYCkBo5j8" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002614
